REAPER ACTIONS WITH DESCRIPTIONS
Format: ActionID|Description
53871|SWS/FNG: Rotate selected media items positions and lengths (reverse)
53872|SWS/FNG: Insert MIDI item with note C4 of size 32nd
53873|SWS/FNG: Transpose selected MIDI items up a semitone
53874|SWS/FNG: Transpose selected MIDI items down a semitone
53875|SWS/FNG: Transpose selected MIDI items up an octave
53876|SWS/FNG: Transpose selected MIDI items down an octave
53877|SWS/FNG: Set selected MIDI items name to first note
53878|SWS/FNG: Increase selected MIDI items velocity by 1
53879|SWS/FNG: Decrease selected MIDI items velocity by 1
53880|SWS/FNG: Increase selected MIDI items velocity by 10
53881|SWS/FNG: Decrease selected MIDI items velocity by 10
53882|SWS/FNG: Time stretch selected items by 2
53883|SWS/FNG: Time compress selected items by 1/2
53884|SWS/FNG: Time stretch selected items (fine)
53885|SWS/FNG: Time compress selected items (fine)
53886|SWS/FNG: Move selected items to edit cursor
53887|SWS/FNG: Unselect items that do not start in time selection
53888|SWS/FNG: Apply MIDI hardware emulation to selected midi takes
53889|SWS/FNG: MIDI hardware emulation settings
53890|SWS/FNG: Select muted MIDI notes in active MIDI editor
53891|SWS/FNG: Quantize item positions and MIDI note positions to grid
53892|SWS/FNG: Select notes nearest edit cursor in active MIDI editor
53895|SWS/FNG: Apply groove to selected media items (within 16th)
53896|SWS/FNG: Apply groove to selected media items (within 32nd)
53897|SWS/FNG: Apply groove to selected MIDI notes in active MIDI editor (within 16th)
53898|SWS/FNG: Apply groove to selected MIDI notes in active MIDI editor (within 32nd)
53899|SWS/FNG: Get groove from selected media items
53900|SWS/FNG: Get groove from selected MIDI notes in active MIDI editor
53901|SWS/FNG: Save groove template to file
53902|SWS/FNG: Load groove template from file
53903|SWS/FNG: Show current groove template
53904|SWS/FNG: Toggle groove markers
53905|SWS/FNG: Toggle groove markers 2x
53906|SWS/FNG: Toggle groove markers 4x
53907|SWS/FNG: Toggle groove markers 8x
53908|SWS/FNG: Set groove marker start to edit cursor
53909|SWS/FNG: Set groove marker start to current bar
53910|SWS/FNG: Show groove tool
53913|SWS/FNG: Apply selected groove (use curent settings from opened groove tool)
53914|SWS/FNG: Cycle through CC lanes in active MIDI editor
53915|SWS/FNG: Cycle through CC lanes in active MIDI editor (keep lane heights constant)
53916|SWS/FNG: Show only used CC lanes in active MIDI editor
53917|SWS/FNG: Hide unused CC lanes in active MIDI editor
53918|SWS/FNG: Show only top CC lane in active MIDI editor
53924|SWS/PADRE: Envelope LFO generator
53925|SWS/PADRE: Envelope processor
53926|SWS/PADRE: Shrink selected items: -128 samples
53927|SWS/PADRE: Shrink selected items: -256 samples
53928|SWS/PADRE: Shrink selected items: -512 samples
53929|SWS/PADRE: Shrink selected items: -1024 samples
53930|SWS/PADRE: Shrink selected items: -2048 samples
53931|SWS: About
53932|SWS/S&M: What's new...
53933|SWS/Shane: Batch Render Regions
53934|SWS/Shane: Autorender: Edit Project Metadata
53935|SWS/Shane: Autorender: Open Render Path
53936|SWS/Shane: Autorender: Show Instructions
53937|SWS/Shane: Autorender: Global Preferences
53938|SWS/IX: Label processor
53939|SWS/IX: Import m3u/pls playlist
53940|SWS/BR: Contextual toolbars...
53941|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 1
53946|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 2
53951|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 3
53956|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 4
53961|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 5
53966|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 6
53971|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 7
53976|SWS/BR: Open/close contextual toolbar under mouse cursor, preset 8
53981|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 1
53986|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 2
53991|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 3
53996|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 4
54001|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 5
54006|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 6
54011|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 7
54016|SWS/BR: Exclusive toggle contextual toolbar under mouse cursor, preset 8
54021|SWS/BR: Move edit cursor to next envelope point
54022|SWS/BR: Move edit cursor to next envelope point and select it
54023|SWS/BR: Move edit cursor to next envelope point and add to selection
54024|SWS/BR: Move edit cursor to previous envelope point
54025|SWS/BR: Move edit cursor to previous envelope point and select it
54026|SWS/BR: Move edit cursor to previous envelope point and add to selection
54027|SWS/BR: Select next envelope point
54028|SWS/BR: Select previous envelope point
54029|SWS/BR: Expand envelope point selection to the right
54030|SWS/BR: Expand envelope point selection to the left
54031|SWS/BR: Expand envelope point selection to the right (end point only)
54032|SWS/BR: Expand envelope point selection to the left (end point only)
54033|SWS/BR: Shrink envelope point selection from the right
54034|SWS/BR: Shrink envelope point selection from the left
54035|SWS/BR: Shrink envelope point selection from the right (end point only)
54036|SWS/BR: Shrink envelope point selection from the left (end point only)
54037|SWS/BR: Select envelope points on grid
54038|SWS/BR: Select envelope points on grid (obey time selection, if any)
54039|SWS/BR: Select envelope points between grid
54040|SWS/BR: Select envelope points between grid (obey time selection, if any)
54041|SWS/BR: Add envelope points located on grid to existing selection
54042|SWS/BR: Add envelope points located on grid to existing selection (obey time selection, if any)
54043|SWS/BR: Add envelope points located between grid to existing selection
54044|SWS/BR: Add envelope points located between grid to existing selection (obey time selection, if any)
54045|SWS/BR: Delete envelope points on grid
54046|SWS/BR: Delete envelope points on grid (obey time selection, if any)
54047|SWS/BR: Delete envelope points between grid
54048|SWS/BR: Delete envelope points between grid (obey time selection, if any)
54049|SWS/BR: Insert envelope points on grid using shape of the previous point
54050|SWS/BR: Insert envelope points on grid using shape of the previous point (obey time selection, if any)
54051|SWS/BR: Convert selected points in selected envelope to CC events in last clicked CC lane in last active MIDI editor
54052|SWS/BR: Convert selected points in selected envelope to CC events in last clicked CC lane in last active MIDI editor (clear existing events)
54053|SWS/BR: Convert selected envelope's curve in time selection to CC events in last clicked CC lane in last active MIDI editor
54054|SWS/BR: Convert selected envelope's curve in time selection to CC events in last clicked CC lane in last active MIDI editor (clear existing events)
54055|SWS/BR: Shift envelope point selection left
54056|SWS/BR: Shift envelope point selection right
54057|SWS/BR: Select peaks in envelope (add to selection)
54058|SWS/BR: Select peaks in envelope
54059|SWS/BR: Select dips in envelope (add to selection)
54060|SWS/BR: Select dips in envelope
54061|SWS/BR: Unselect envelope points outside time selection
54062|SWS/BR: Unselect envelope points in time selection
54063|SWS/BR: Set selected envelope points to next point's value
54064|SWS/BR: Set selected envelope points to previous point's value
54065|SWS/BR: Set selected envelope points to last selected point's value
54066|SWS/BR: Set selected envelope points to first selected point's value
54067|SWS/BR: Move closest envelope point to edit cursor
54068|SWS/BR: Move closest selected envelope point to edit cursor
54069|SWS/BR: Insert 2 envelope points at time selection
54070|SWS/BR: Insert 2 envelope points at time selection to all visible track envelopes
54071|SWS/BR: Insert 2 envelope points at time selection to all visible track envelopes in selected tracks
54072|SWS/BR: Copy selected points in selected envelope to all visible envelopes in selected tracks
54073|SWS/BR: Copy selected points in selected envelope to all visible record-armed envelopes in selected tracks
54074|SWS/BR: Copy points in time selection in selected envelope to all visible envelopes in selected tracks
54075|SWS/BR: Copy points in time selection in selected envelope to all visible record-armed in envelopes of selected tracks
54076|SWS/BR: Copy selected points in selected envelope to all visible envelopes in selected tracks (paste at edit cursor)
54077|SWS/BR: Copy selected points in selected envelope to all visible record-armed envelopes in selected tracks (paste at edit cursor)
54078|SWS/BR: Copy points in time selection in selected envelope to all visible envelopes in selected tracks (paste at edit cursor)
54079|SWS/BR: Copy points in time selection in selected envelope to all visible record-armed in envelopes of selected tracks (paste at edit cursor)
54080|SWS/BR: Copy selected points in selected envelope to envelope at mouse cursor
54081|SWS/BR: Copy points in time selection in selected envelope to envelope at mouse cursor
54082|SWS/BR: Copy selected points in selected envelope to to envelope at mouse cursor (paste at edit cursor)
54083|SWS/BR: Copy points in time selection in selected envelope to envelope at mouse cursor (paste at edit cursor)
54084|SWS/BR: Fit selected envelope points to time selection
54085|SWS/BR: Insert new envelope point at mouse cursor using value at current position (obey snapping)
54086|SWS/BR: Increase selected envelope points by 0.1 db (volume envelope only)
54087|SWS/BR: Increase selected envelope points by 0.5 db (volume envelope only)
54088|SWS/BR: Increase selected envelope points by 1 db (volume envelope only)
54089|SWS/BR: Increase selected envelope points by 5 db (volume envelope only)
54090|SWS/BR: Increase selected envelope points by 10 db (volume envelope only)
54091|SWS/BR: Decrease selected envelope points by 0.1 db (volume envelope only)
54092|SWS/BR: Decrease selected envelope points by 0.5 db (volume envelope only)
54093|SWS/BR: Decrease selected envelope points by 1 db (volume envelope only)
54094|SWS/BR: Decrease selected envelope points by 5 db (volume envelope only)
54095|SWS/BR: Decrease selected envelope points by 10 db (volume envelope only)
54096|SWS/BR: Select envelope at mouse cursor
54097|SWS/BR: Select envelope point at mouse cursor (selected envelope only)
54098|SWS/BR: Select envelope point at mouse cursor
54099|SWS/BR: Delete envelope point at mouse cursor (selected envelope only)
54100|SWS/BR: Delete envelope point at mouse cursor
54101|SWS/BR: Unselect envelope
54102|SWS/BR: Apply next action to all visible envelopes in selected tracks
54103|SWS/BR: Apply next action to all visible record-armed envelopes in selected tracks
54104|SWS/BR: Apply next action to all visible envelopes in selected tracks if there is no track envelope selected
54105|SWS/BR: Apply next action to all visible record-armed envelopes in selected tracks if there is no track envelope selected
54106|SWS/BR: Save envelope point selection, slot 01
54107|SWS/BR: Save envelope point selection, slot 02
54108|SWS/BR: Save envelope point selection, slot 03
54109|SWS/BR: Save envelope point selection, slot 04
54110|SWS/BR: Save envelope point selection, slot 05
54111|SWS/BR: Save envelope point selection, slot 06
54112|SWS/BR: Save envelope point selection, slot 07
54113|SWS/BR: Save envelope point selection, slot 08
54114|SWS/BR: Save envelope point selection, slot 09
54115|SWS/BR: Save envelope point selection, slot 10
54116|SWS/BR: Save envelope point selection, slot 11
54117|SWS/BR: Save envelope point selection, slot 12
54118|SWS/BR: Save envelope point selection, slot 13
54119|SWS/BR: Save envelope point selection, slot 14
54120|SWS/BR: Save envelope point selection, slot 15
54121|SWS/BR: Save envelope point selection, slot 16
54122|SWS/BR: Restore envelope point selection, slot 01
54123|SWS/BR: Restore envelope point selection, slot 02
54124|SWS/BR: Restore envelope point selection, slot 03
54125|SWS/BR: Restore envelope point selection, slot 04
54126|SWS/BR: Restore envelope point selection, slot 05
54127|SWS/BR: Restore envelope point selection, slot 06
54128|SWS/BR: Restore envelope point selection, slot 07
54129|SWS/BR: Restore envelope point selection, slot 08
54130|SWS/BR: Restore envelope point selection, slot 09
54131|SWS/BR: Restore envelope point selection, slot 10
54132|SWS/BR: Restore envelope point selection, slot 11
54133|SWS/BR: Restore envelope point selection, slot 12
54134|SWS/BR: Restore envelope point selection, slot 13
54135|SWS/BR: Restore envelope point selection, slot 14
54136|SWS/BR: Restore envelope point selection, slot 15
54137|SWS/BR: Restore envelope point selection, slot 16
54138|SWS/BR: Hide all but selected track envelope for all tracks
54139|SWS/BR: Hide all but selected track envelope for selected tracks
54140|SWS/BR: Hide all but selected track envelope for all tracks (except envelopes in separate lanes)
54141|SWS/BR: Hide all but selected track envelope for selected tracks (except envelopes in separate lanes)
54142|SWS/BR: Hide all but selected track envelope for all tracks (except envelopes in track lanes)
54143|SWS/BR: Hide all but selected track envelope for selected tracks (except envelopes in track lanes)
54144|SWS/BR: Show/hide track envelope for last adjusted send (volume/pan only)
54145|SWS/BR: Show/hide volume track envelope for last adjusted send
54146|SWS/BR: Show/hide pan track envelope for last adjusted send
54147|SWS/BR: Toggle show all active FX envelopes for selected tracks
54148|SWS/BR: Toggle show all FX envelopes for selected tracks
54149|SWS/BR: Show all active FX envelopes for selected tracks
54150|SWS/BR: Show all FX envelopes for selected tracks
54151|SWS/BR: Hide all FX envelopes for selected tracks
54152|SWS/BR: Toggle show all active send envelopes for selected tracks
54153|SWS/BR: Toggle show active volume send envelopes for selected tracks
54154|SWS/BR: Toggle show active pan send envelopes for selected tracks
54155|SWS/BR: Toggle show active mute send envelopes for selected tracks
54156|SWS/BR: Show all active send envelopes for selected tracks
54157|SWS/BR: Show active volume send envelopes for selected tracks
54158|SWS/BR: Show active pan send envelopes for selected tracks
54159|SWS/BR: Show active mute send envelopes for selected tracks
54160|SWS/BR: Toggle show all send envelopes for selected tracks
54161|SWS/BR: Toggle show volume send envelopes for selected tracks
54162|SWS/BR: Toggle show pan send envelopes for selected tracks
54163|SWS/BR: Toggle show mute send envelopes for selected tracks
54164|SWS/BR: Show all send envelopes for selected tracks
54165|SWS/BR: Show volume send envelopes for selected tracks
54166|SWS/BR: Show pan send envelopes for selected tracks
54167|SWS/BR: Show mute send envelopes for selected tracks
54168|SWS/BR: Hide all send envelopes for selected tracks
54169|SWS/BR: Hide volume send envelopes for selected tracks
54170|SWS/BR: Hide pan send envelopes for selected tracks
54171|SWS/BR: Hide mute send envelopes for selected tracks
54172|SWS/BR: Global loudness preferences...
54173|SWS/BR: Analyze loudness...
54174|SWS/BR: Normalize loudness of selected items/tracks...
54175|SWS/BR: Normalize loudness of selected items to -23 LUFS
54176|SWS/BR: Normalize loudness of selected items to 0 LU
54177|SWS/BR: Normalize loudness of selected tracks to -23 LUFS
54178|SWS/BR: Normalize loudness of selected tracks to 0 LU
54179|SWS/BR/NF: Toggle use high precision mode for loudness analyzing
54180|SWS/BR/NF: Toggle use dual mono mode (for mono takes/channel modes) for loudness analyzing
54456|SWS/BR: Toggle play from mouse cursor position
54457|SWS/BR: Toggle play from mouse cursor position and solo track under mouse for the duration
54458|SWS/BR: Toggle play from mouse cursor position and solo item and track under mouse for the duration
54459|SWS/BR: Toggle play from edit cursor position and solo track under mouse for the duration
54460|SWS/BR: Toggle play from edit cursor position and solo item and track under mouse for the duration
54461|SWS/BR: Play from mouse cursor position
54462|SWS/BR: Play/pause from mouse cursor position
54463|SWS/BR: Play/stop from mouse cursor position
54464|SWS/BR: Split selected items at tempo markers
54465|SWS/BR: Split selected items at stretch markers
54466|SWS/BR: Create project markers from selected tempo markers
54467|SWS/BR: Disable "Ignore project tempo" for selected MIDI items
54468|SWS/BR: Disable "Ignore project tempo" for selected MIDI items preserving time position of MIDI events
54469|SWS/BR: Enable "Ignore project tempo" for selected MIDI items (use tempo at item's start)
54470|SWS/BR: Enable "Ignore project tempo" for selected MIDI items preserving time position of MIDI events (use tempo at item's start)
54471|SWS/BR: Trim MIDI item to active content
54472|SWS/BR: Create project markers from notes in selected MIDI items
54473|SWS/BR: Create project markers from stretch markers in selected items
54474|SWS/BR: Create project marker at mouse cursor
54475|SWS/BR: Create project marker at mouse cursor (obey snapping)
54476|SWS/BR: Create project markers from selected items (name by item's notes)
54477|SWS/BR: Create regions from selected items (name by item's notes)
54478|SWS/BR: Move closest project marker to play cursor
54479|SWS/BR: Move closest project marker to edit cursor
54480|SWS/BR: Move closest project marker to mouse cursor
54481|SWS/BR: Move closest project marker to play cursor (obey snapping)
54482|SWS/BR: Move closest project marker to edit cursor (obey snapping)
54483|SWS/BR: Move closest project marker to mouse cursor (obey snapping)
54484|SWS/BR: Focus arrange
54485|SWS/BR: Focus tracks
54486|SWS/BR: Move active floating window to mouse cursor (horizontal: left, vertical: bottom)
54487|SWS/BR: Move active floating window to mouse cursor (horizontal: left, vertical: middle)
54488|SWS/BR: Move active floating window to mouse cursor (horizontal: left, vertical: top)
54489|SWS/BR: Move active floating window to mouse cursor (horizontal: middle, vertical: bottom)
54490|SWS/BR: Move active floating window to mouse cursor (horizontal: middle, vertical: middle)
54491|SWS/BR: Move active floating window to mouse cursor (horizontal: middle, vertical: top)
54492|SWS/BR: Move active floating window to mouse cursor (horizontal: right, vertical: bottom)
54493|SWS/BR: Move active floating window to mouse cursor (horizontal: right, vertical: middle)
54494|SWS/BR: Move active floating window to mouse cursor (horizontal: right, vertical: top)
54495|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: left, vertical: bottom)
54496|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: left, vertical: middle)
54497|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: left, vertical: top)
54498|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: middle, vertical: bottom)
54499|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: middle, vertical: middle)
54500|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: middle, vertical: top)
54501|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: right, vertical: bottom)
54502|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: right, vertical: middle)
54503|SWS/BR: Move active floating track FX window to mouse cursor (horizontal: right, vertical: top)
54504|SWS/BR: Toggle media item online/offline
54505|SWS/BR: Copy take media source file path of selected items to clipboard
54506|SWS/BR: Delete take under mouse cursor
54507|SWS/BR: Select TCP track under mouse cursor
54508|SWS/BR: Select MCP track under mouse cursor
54509|SWS/BR: Select all empty items
54510|SWS/BR: Select all audio items
54511|SWS/BR: Select all MIDI items
54512|SWS/BR: Select all video items
54513|SWS/BR: Select all click source items
54514|SWS/BR: Select all timecode generator items
54515|SWS/BR: Select all subproject (PiP) items
54516|SWS/BR: Select all video processor items
54517|SWS/BR: Select all empty items (obey time selection, if any)
54518|SWS/BR: Select all audio items (obey time selection, if any)
54519|SWS/BR: Select all MIDI items (obey time selection, if any)
54520|SWS/BR: Select all video items (obey time selection, if any)
54521|SWS/BR: Select all click source items (obey time selection, if any)
54522|SWS/BR: Select all timecode items (obey time selection, if any)
54523|SWS/BR: Select all subproject (PiP) items (obey time selection, if any)
54524|SWS/BR: Select all video processor items (obey time selection, if any)
54525|SWS/BR: Save edit cursor position, slot 01
54526|SWS/BR: Save edit cursor position, slot 02
54527|SWS/BR: Save edit cursor position, slot 03
54528|SWS/BR: Save edit cursor position, slot 04
54529|SWS/BR: Save edit cursor position, slot 05
54530|SWS/BR: Save edit cursor position, slot 06
54531|SWS/BR: Save edit cursor position, slot 07
54532|SWS/BR: Save edit cursor position, slot 08
54533|SWS/BR: Save edit cursor position, slot 09
54534|SWS/BR: Save edit cursor position, slot 10
54535|SWS/BR: Save edit cursor position, slot 11
54536|SWS/BR: Save edit cursor position, slot 12
54537|SWS/BR: Save edit cursor position, slot 13
54538|SWS/BR: Save edit cursor position, slot 14
54539|SWS/BR: Save edit cursor position, slot 15
54540|SWS/BR: Save edit cursor position, slot 16
54541|SWS/BR: Restore edit cursor position, slot 01
54542|SWS/BR: Restore edit cursor position, slot 02
54543|SWS/BR: Restore edit cursor position, slot 03
54544|SWS/BR: Restore edit cursor position, slot 04
54545|SWS/BR: Restore edit cursor position, slot 05
54546|SWS/BR: Restore edit cursor position, slot 06
54547|SWS/BR: Restore edit cursor position, slot 07
54548|SWS/BR: Restore edit cursor position, slot 08
54549|SWS/BR: Restore edit cursor position, slot 09
54550|SWS/BR: Restore edit cursor position, slot 10
54551|SWS/BR: Restore edit cursor position, slot 11
54552|SWS/BR: Restore edit cursor position, slot 12
54553|SWS/BR: Restore edit cursor position, slot 13
54554|SWS/BR: Restore edit cursor position, slot 14
54555|SWS/BR: Restore edit cursor position, slot 15
54556|SWS/BR: Restore edit cursor position, slot 16
54557|SWS/BR: Save selected items' mute state, slot 01
54558|SWS/BR: Save selected items' mute state, slot 02
54559|SWS/BR: Save selected items' mute state, slot 03
54560|SWS/BR: Save selected items' mute state, slot 04
54561|SWS/BR: Save selected items' mute state, slot 05
54562|SWS/BR: Save selected items' mute state, slot 06
54563|SWS/BR: Save selected items' mute state, slot 07
54564|SWS/BR: Save selected items' mute state, slot 08
54565|SWS/BR: Save selected items' mute state, slot 09
54566|SWS/BR: Save selected items' mute state, slot 10
54567|SWS/BR: Save selected items' mute state, slot 11
54568|SWS/BR: Save selected items' mute state, slot 12
54569|SWS/BR: Save selected items' mute state, slot 13
54570|SWS/BR: Save selected items' mute state, slot 14
54571|SWS/BR: Save selected items' mute state, slot 15
54572|SWS/BR: Save selected items' mute state, slot 16
54573|SWS/BR: Save all items' mute state, slot 01
54574|SWS/BR: Save all items' mute state, slot 02
54575|SWS/BR: Save all items' mute state, slot 03
54576|SWS/BR: Save all items' mute state, slot 04
54577|SWS/BR: Save all items' mute state, slot 05
54578|SWS/BR: Save all items' mute state, slot 06
54579|SWS/BR: Save all items' mute state, slot 07
54580|SWS/BR: Save all items' mute state, slot 08
54581|SWS/BR: Save all items' mute state, slot 09
54582|SWS/BR: Save all items' mute state, slot 10
54583|SWS/BR: Save all items' mute state, slot 11
54584|SWS/BR: Save all items' mute state, slot 12
54585|SWS/BR: Save all items' mute state, slot 13
54586|SWS/BR: Save all items' mute state, slot 14
54587|SWS/BR: Save all items' mute state, slot 15
54588|SWS/BR: Save all items' mute state, slot 16
54589|SWS/BR: Restore items' mute state to selected items, slot 01
54590|SWS/BR: Restore items' mute state to selected items, slot 02
54591|SWS/BR: Restore items' mute state to selected items, slot 03
54592|SWS/BR: Restore items' mute state to selected items, slot 04
54593|SWS/BR: Restore items' mute state to selected items, slot 05
54594|SWS/BR: Restore items' mute state to selected items, slot 06
54595|SWS/BR: Restore items' mute state to selected items, slot 07
54596|SWS/BR: Restore items' mute state to selected items, slot 08
54597|SWS/BR: Restore items' mute state to selected items, slot 09
54598|SWS/BR: Restore items' mute state to selected items, slot 10
54599|SWS/BR: Restore items' mute state to selected items, slot 11
54600|SWS/BR: Restore items' mute state to selected items, slot 12
54601|SWS/BR: Restore items' mute state to selected items, slot 13
54602|SWS/BR: Restore items' mute state to selected items, slot 14
54603|SWS/BR: Restore items' mute state to selected items, slot 15
54604|SWS/BR: Restore items' mute state to selected items, slot 16
54605|SWS/BR: Restore items' mute state to all items, slot 01
54606|SWS/BR: Restore items' mute state to all items, slot 02
54607|SWS/BR: Restore items' mute state to all items, slot 03
54608|SWS/BR: Restore items' mute state to all items, slot 04
54609|SWS/BR: Restore items' mute state to all items, slot 05
54610|SWS/BR: Restore items' mute state to all items, slot 06
54611|SWS/BR: Restore items' mute state to all items, slot 07
54612|SWS/BR: Restore items' mute state to all items, slot 08
54613|SWS/BR: Restore items' mute state to all items, slot 09
54614|SWS/BR: Restore items' mute state to all items, slot 10
54615|SWS/BR: Restore items' mute state to all items, slot 11
54616|SWS/BR: Restore items' mute state to all items, slot 12
54617|SWS/BR: Restore items' mute state to all items, slot 13
54618|SWS/BR: Restore items' mute state to all items, slot 14
54619|SWS/BR: Restore items' mute state to all items, slot 15
54620|SWS/BR: Restore items' mute state to all items, slot 16
54621|SWS/BR: Save selected tracks' solo and mute state, slot 01
54622|SWS/BR: Save selected tracks' solo and mute state, slot 02
54623|SWS/BR: Save selected tracks' solo and mute state, slot 03
54624|SWS/BR: Save selected tracks' solo and mute state, slot 04
54625|SWS/BR: Save selected tracks' solo and mute state, slot 05
54626|SWS/BR: Save selected tracks' solo and mute state, slot 06
54627|SWS/BR: Save selected tracks' solo and mute state, slot 07
54628|SWS/BR: Save selected tracks' solo and mute state, slot 08
54629|SWS/BR: Save selected tracks' solo and mute state, slot 09
54630|SWS/BR: Save selected tracks' solo and mute state, slot 10
54631|SWS/BR: Save selected tracks' solo and mute state, slot 11
54632|SWS/BR: Save selected tracks' solo and mute state, slot 12
54633|SWS/BR: Save selected tracks' solo and mute state, slot 13
54634|SWS/BR: Save selected tracks' solo and mute state, slot 14
54635|SWS/BR: Save selected tracks' solo and mute state, slot 15
54636|SWS/BR: Save selected tracks' solo and mute state, slot 16
54637|SWS/BR: Save all tracks' solo and mute state, slot 01
54638|SWS/BR: Save all tracks' solo and mute state, slot 02
54639|SWS/BR: Save all tracks' solo and mute state, slot 03
54640|SWS/BR: Save all tracks' solo and mute state, slot 04
54641|SWS/BR: Save all tracks' solo and mute state, slot 05
54642|SWS/BR: Save all tracks' solo and mute state, slot 06
54643|SWS/BR: Save all tracks' solo and mute state, slot 07
54644|SWS/BR: Save all tracks' solo and mute state, slot 08
54645|SWS/BR: Save all tracks' solo and mute state, slot 09
54646|SWS/BR: Save all tracks' solo and mute state, slot 10
54647|SWS/BR: Save all tracks' solo and mute state, slot 11
54648|SWS/BR: Save all tracks' solo and mute state, slot 12
54649|SWS/BR: Save all tracks' solo and mute state, slot 13
54650|SWS/BR: Save all tracks' solo and mute state, slot 14
54651|SWS/BR: Save all tracks' solo and mute state, slot 15
54652|SWS/BR: Save all tracks' solo and mute state, slot 16
54653|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 01
54654|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 02
54655|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 03
54656|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 04
54657|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 05
54658|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 06
54659|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 07
54660|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 08
54661|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 09
54662|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 10
54663|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 11
54664|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 12
54665|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 13
54666|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 14
54667|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 15
54668|SWS/BR: Restore tracks' solo and mute state to selected tracks, slot 16
54669|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 01
54670|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 02
54671|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 03
54672|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 04
54673|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 05
54674|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 06
54675|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 07
54676|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 08
54677|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 09
54678|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 10
54679|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 11
54680|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 12
54681|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 13
54682|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 14
54683|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 15
54684|SWS/BR: Restore tracks' solo and mute state to all tracks, slot 16
54685|SWS/BR: Options - Toggle "Grid snap settings follow grid visibility"
54686|SWS/BR: Options - Toggle "Playback position follows project timebase when changing tempo"
54687|SWS/BR: Options - Set "Apply trim when adding volume/pan envelopes" to "Always"
54688|SWS/BR: Options - Set "Apply trim when adding volume/pan envelopes" to "In read/write"
54689|SWS/BR: Options - Set "Apply trim when adding volume/pan envelopes" to "Never"
54690|SWS/BR: Options - Toggle "Display media item take name"
54691|SWS/BR: Options - Toggle "Display media item pitch/playrate if set"
54692|SWS/BR: Options - Toggle "Display media item gain if set"
54693|SWS/BR: Options - Toggle "Send all-notes-off on stop/play"
54694|SWS/BR: Options - Toggle "Reset pitch on stop/play"
54695|SWS/BR: Options - Toggle "Reset CC on stop/play"
54696|SWS/BR: Options - Toggle "Flush FX on stop"
54697|SWS/BR: Options - Toggle "Flush FX when looping"
54698|SWS/BR: Options - Set "Run FX after stopping for" to 0 ms
54699|SWS/BR: Options - Set "Run FX after stopping for" to 100 ms
54700|SWS/BR: Options - Set "Run FX after stopping for" to 500 ms
